287;463;259;262;115
1248;1424;1030;1137;1117
258;266;632;306;409
373;549;84;291;208
1246;1422;1027;1135;1115
603;656;867;651;754
284;460;405;174;288
291;294;518;266;295
290;466;411;180;294
1247;1423;1029;1136;1116
286;462;257;261;113
315;424;208;289;142
672;659;814;721;670
859;836;1233;907;1010
2013;2189;1551;1659;1841
2671;2847;2407;2646;2499
1236;1412;1018;1125;1105
501;574;694;460;574
1215;1391;997;1105;1084
203;256;577;251;354
198;251;572;246;349
801;794;949;849;805
793;787;941;842;797
1194;1105;1259;1242;1115
2030;2206;1542;1650;1857
1544;1721;1538;1434;1548
880;1056;662;770;750
193;246;567;241;344
792;786;940;840;796
1987;2163;1497;1605;1814
1488;1664;1466;1378;1492
266;340;309;241;93
1299;1475;1081;1188;1168
302;305;529;277;306
268;503;554;175;331
1993;2169;1730;1642;1821
773;767;921;822;778
1240;1151;1305;1288;1161
2508;2684;2244;2482;2335
1304;1480;1085;1193;1173
318;320;545;293;322
237;473;523;144;300
92;328;378;103;155
272;324;354;247;131
715;760;790;604;718
1222;1132;1287;1270;1143
1232;1286;1467;1233;1383
612;685;805;571;685
2439;2615;2175;2413;2266
228;464;515;135;292
230;465;516;137;293
287;328;369;261;145
434;610;215;323;303
275;321;357;250;134
457;633;238;346;326
2231;2407;2013;2121;2385
605;678;798;564;678
217;453;504;124;280
257;338;300;231;84
165;401;452;72;228
340;516;146;315;167
431;485;806;479;582
288;329;370;262;146
605;679;748;564;678
1035;1211;933;924;1020
1021;1197;919;910;1007
379;503;198;354;206
196;432;482;103;259
2921;3097;2703;2811;3112
270;272;496;244;273
2195;2371;1931;2170;2022
998;828;839;972;860
475;538;850;523;626
244;321;470;218;247
435;362;293;410;240
2934;3110;2670;2909;2761
882;713;775;857;739
2962;3138;2698;2937;2789
162;212;389;137;166
2716;2892;2453;2691;2544
905;735;797;880;761
2741;2917;2478;2716;2569
2722;2898;2458;2696;2549
891;721;783;866;747
2728;2904;2464;2703;2555
322;324;549;297;325
2811;2987;2547;2786;2639
588;588;962;636;739
276;354;503;251;280
1008;838;814;983;835
2813;2989;2549;2788;2640
1016;839;822;990;843
487;556;861;535;638
320;322;547;295;324
867;698;760;842;724
2815;2991;2551;2790;2642
556;665;808;521;635
2884;3060;2620;2859;2711
955;794;761;930;782
259;240;486;234;263
2755;2931;2492;2730;2583
881;712;773;856;738
419;472;793;467;570
188;228;415;163;192
2756;2932;2492;2731;2583
1013;843;819;988;840
2745;2921;2527;2635;2918
584;677;849;633;735
393;175;710;384;487
416;469;790;464;567
2896;3073;2633;2871;2724
892;723;784;867;749
416;469;790;464;567
2046;2222;1579;1686;1873
325;403;552;300;329
893;724;786;868;750
417;470;791;465;568
2026;2202;1523;1631;1854
1378;1554;1148;1267;1247
991;829;797;965;818
421;474;795;469;572
235;312;462;210;238
424;477;798;472;575
259;240;486;234;263
1333;1509;1096;1276;1161
642;656;404;617;470
422;475;654;470;573
428;481;802;476;579
1408;1585;1085;1265;1236
242;319;469;217;245
1331;1508;1094;1274;1159
1417;1593;1094;1274;1245
494;564;868;542;645
330;407;556;304;333
503;484;309;478;331
304;306;531;279;308
492;472;298;467;319
1310;1486;1073;1253;1137
517;587;892;566;668
227;304;453;201;230
184;298;521;195;298
1310;1486;1073;1253;1137
421;475;796;470;573
1388;1564;1098;1277;1163
679;645;486;654;507
569;568;943;617;720
1333;1509;1095;1280;1160
237;314;463;211;240
677;787;413;651;504
632;742;368;606;459
564;617;828;612;715
197;177;423;171;200
1289;1465;1052;1232;1116
1031;1007;1405;1079;1182
606;679;799;565;679
675;728;939;723;826
396;496;202;371;223
1069;1246;968;959;1055
185;420;471;92;248
662;735;855;621;735
677;730;941;725;828
1424;1410;1798;1472;1575
1082;1258;980;971;1067
1800;1777;2175;1849;1951
177;413;463;84;240
624;697;816;582;697
2529;2706;2266;2504;2357
262;237;489;237;266
1114;1290;896;1003;983
156;391;442;63;219
2702;2878;2198;2305;2529
253;255;480;228;256
206;382;259;96;210
195;431;481;102;258
613;686;805;572;686
334;510;102;302;161
1288;1464;1070;1178;1157
661;714;925;709;812
484;537;729;532;635
196;432;483;103;260
565;638;757;523;638
427;481;801;475;578
783;959;565;672;652
2792;2968;2275;2382;2619
563;637;756;522;636
494;547;868;542;645
460;636;244;435;288
196;431;482;103;259
497;551;872;546;648
705;881;487;594;574
496;549;870;544;647
440;616;246;415;267
643;716;836;602;716
195;431;482;102;258
537;713;319;426;406
490;543;864;538;641
643;721;718;533;647
451;627;234;426;278
542;718;324;432;411
496;549;870;544;647
206;441;492;113;269
638;716;713;528;642
443;619;247;418;270
461;637;245;436;289
243;478;529;150;306
2766;2942;2249;2356;2593
501;555;876;550;652
1211;1387;993;1100;1080
662;719;737;551;666
506;559;880;554;657
1913;2089;1649;1888;1740
1223;1399;996;1113;1083
1292;1468;1074;1181;1161
606;679;747;561;675
515;569;890;564;666
1321;1497;1103;1210;1190
3304;3480;3041;3279;3132
606;679;747;561;675
482;535;856;530;633
501;555;876;550;652
1230;1406;1011;1119;1099
278;454;398;167;281
3300;3476;3036;3275;3127
479;533;854;528;631
581;654;773;540;654
583;657;776;542;656
631;807;438;606;459
281;458;402;171;285
3309;3485;3045;3284;3136
2122;2098;2496;2170;2273
472;525;846;520;623
288;464;409;178;292
526;613;332;501;353
586;659;778;544;658
457;511;832;506;608
409;585;215;384;236
257;433;200;184;86
1145;1199;1380;1146;1297
1046;1032;1420;1094;1197
483;536;857;531;634
131;367;418;38;194
235;411;356;125;239
584;657;777;543;657
421;475;796;470;573
464;518;839;513;616
1104;1157;1338;1104;1255
458;511;832;506;609
547;620;739;505;620
133;369;420;41;197
786;962;693;675;780
427;480;801;475;578
438;491;812;486;589
714;614;520;689;541
757;933;664;646;751
400;576;82;336;267
450;503;824;498;601
575;648;767;534;648
388;441;762;436;539
436;489;810;484;587
761;937;668;650;756
402;578;84;328;269
224;302;451;199;228
450;534;256;425;277
1290;1466;1052;1233;1117
282;458;254;257;109
484;491;291;459;312
3025;3201;2492;2600;2852
1297;1473;1059;1239;1124
394;177;711;385;488
759;935;667;649;754
1301;1477;1064;1244;1129
502;483;309;477;330
226;303;453;201;229
505;486;311;480;332
554;627;746;513;627
1319;1495;1081;1261;1146
308;386;535;283;312
1115;945;1007;1090;971
1313;1489;1076;1256;1141
1305;1481;1068;1248;1132
359;436;586;334;363
528;491;334;503;356
541;477;360;515;368
303;356;677;351;454
1311;1488;1074;1254;1139
288;341;662;336;439
537;481;357;512;365
370;25;597;345;374
1314;1490;1076;1256;1141
550;467;370;525;378
376;31;603;351;380
520;446;378;495;324
271;447;388;161;275
966;853;773;941;794
270;446;387;159;273
1317;1493;1079;1259;1144
510;686;293;485;337
1318;1494;1080;1260;1145
1321;1497;1083;1263;1148
582;758;344;557;409
933;819;739;907;760
536;498;355;511;363
266;442;383;156;270
264;441;381;154;268
1316;1492;1078;1258;1143
1212;1266;1447;1213;1364
449;571;255;424;276
160;274;497;171;274
1320;1496;1082;1263;1147
1510;1686;1488;1400;1514
467;509;273;442;294
291;369;518;266;295
1321;1497;1084;1264;1149
286;363;513;261;289
542;476;362;517;369
468;511;274;443;295
358;435;585;333;362
160;214;386;134;163
1322;1498;1085;1265;1150
175;252;512;186;289
527;453;385;502;331
1324;1500;1086;1266;1151
1342;1518;1104;1297;1169
678;854;679;567;682
554;517;373;529;381
228;134;602;276;379
680;856;681;569;683
1581;1758;1186;1305;1409
553;516;372;528;380
305;383;532;280;309
789;965;801;679;793
614;540;472;589;494
416;592;198;306;285
222;164;559;233;336
1346;1522;1108;1301;1173
543;469;401;518;347
410;586;191;299;279
1358;1534;1121;1314;1186
270;348;497;245;274
550;468;369;524;377
419;595;201;308;288
1360;1536;1123;1315;1187
536;462;375;510;383
568;744;570;458;572
271;348;497;245;274
203;379;230;178;31
194;98;568;242;345
532;459;379;507;386
1181;1175;1329;1229;1185
1427;1603;1208;1316;1296
531;457;380;506;388
1604;1780;1208;1327;1431
246;30;621;295;397
529;456;382;504;334
274;250;413;249;190
1431;1607;1212;1320;1300
203;379;236;178;61
385;439;760;434;536
2919;3095;2701;2808;3101
742;573;564;717;599
391;444;765;439;542
1948;2124;1729;1837;1817
444;498;819;493;595
603;676;750;561;676
752;928;763;641;755
341;517;161;316;169
1110;1286;1087;999;1113
429;482;803;477;580
601;674;752;560;674
758;588;650;733;614
248;287;454;223;230
420;473;652;468;571
425;479;800;474;576
472;648;429;361;475
600;673;753;559;673
171;211;398;146;175
427;480;801;475;578
484;660;416;374;504
402;455;776;450;553
317;494;249;207;257
727;847;991;775;878
95;258;443;107;219
1921;2097;1702;1810;1790
513;494;319;488;340
583;703;345;558;411
432;485;806;480;583
429;482;803;477;580
2079;2255;1861;1969;1948
574;750;336;549;402
628;804;640;518;632
213;161;440;188;217
2001;2178;1783;1891;1871
3305;3481;3041;3280;3132
315;491;208;289;142
309;248;536;284;312
430;483;804;478;581
943;1043;1164;991;1094
1921;2098;1703;1811;1791
586;762;322;561;413
1038;869;930;1013;895
311;395;432;201;315
159;246;386;134;163
3315;3491;3051;3290;3143
1957;2133;1739;1846;1826
422;475;796;470;573
570;746;572;460;574
370;546;176;344;197
659;713;924;708;810
411;465;786;460;563
2178;2355;1960;2068;2048
420;473;794;468;571
655;831;656;544;658
1810;1987;1592;1700;1680
893;827;700;868;721
